Name,Short Name,Type,Family,Tradition,General Personality,major_id,Major Name,floor_id,Wing,Room,Class Schedule,Wing Name,Flight Name,RezCode,Residence
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,10,Echo,,,,,8,Crystal Mantle
,,Gold,metallic,divine,wise counselor and leader,9,Magical Theory and Application,7,Starlight,,,,,8,Crystal Mantle
,,Crystal,primal,primal,build beautiful homes,3,Ancient Relics and Artifacts: ,1,Exalted,,,,,8,Crystal Mantle
,,Copper,metallic,arcane,prankster & hedonist,7,Planar Studies,16,Wildfire,,,,,12,Mistwood Shoals
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,3,Ancient Relics and Artifacts: ,4,Wisp,,,,,12,Mistwood Shoals
,,Copper,metallic,arcane,prankster & hedonist,2,Dragon History,5,Nebula,,,,,12,Mistwood Shoals
,,Gold,metallic,divine,wise counselor and leader,12,Elemental Binding,17,Nightshade,,,,,12,Mistwood Shoals
,,Gold,metallic,divine,wise counselor and leader,1,Prophecy,5,Nebula,,,,,12,Mistwood Shoals
,,White,chromatic,arcane,brutish and predatory survivalists,11,Arcanomechanics,6,Eclipse,,,,,5,Ashspire Hollow
,,Tumult,planar,divine,capricious seekers of change,9,Magical Theory and Application,16,Wildfire,,,,,5,Ashspire Hollow
,,Gold,metallic,divine,wise counselor and leader,3,Ancient Relics and Artifacts: ,10,Echo,,,,,5,Ashspire Hollow
,,Green,chromatic,arcane,obessive and meticulous scholars,6,Arcane Artifice and Enchantment Studies,7,Starlight,,,,,5,Ashspire Hollow
,,Etheric,esoteric,Occult,pragmatic survivalists,2,Dragon History,10,Echo,,,,,5,Ashspire Hollow
,,Brass,metallic,arcane,curious & short attention span,8,Political Intrigue and Diplomacy,17,Nightshade,,,,,1,Emberfall Heights
,,Brass,metallic,arcane,curious & short attention span,12,Elemental Binding,7,Starlight,,,,,1,Emberfall Heights
,,White,chromatic,arcane,brutish and predatory survivalists,2,Dragon History,3,Stellar,,,,,1,Emberfall Heights
,,Infernal,planar,divine,tyranical deal brokers,3,Ancient Relics and Artifacts: ,7,Starlight,,,,,1,Emberfall Heights
,,Gold,metallic,divine,wise counselor and leader,3,Ancient Relics and Artifacts: ,13,Nova,,,,,1,Emberfall Heights
,,Brass,metallic,arcane,curious & short attention span,4,Economic Dominance and Resource Management,3,Stellar,,,,,19,Whirlwind Rise
,,White,chromatic,arcane,brutish and predatory survivalists,9,Magical Theory and Application,12,Whirlwind,,,,,19,Whirlwind Rise
,,Green,chromatic,arcane,obessive and meticulous scholars,11,Arcanomechanics,3,Stellar,,,,,19,Whirlwind Rise
,,Brass,metallic,arcane,curious & short attention span,6,Arcane Artifice and Enchantment Studies,7,Starlight,,,,,19,Whirlwind Rise
,,Sapphire,jewel,Occult,Militaristic and warlike,10,Eldritch Engineering,13,Nova,,,,,19,Whirlwind Rise
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,10,Echo,,,,,20,Aetherwell Terrace
,,Red,chromatic,arcane,proud and arrogant,4,Economic Dominance and Resource Management,12,Whirlwind,,,,,20,Aetherwell Terrace
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,3,Ancient Relics and Artifacts: ,12,Whirlwind,,,,,20,Aetherwell Terrace
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,2,Dragon History,4,Wisp,,,,,20,Aetherwell Terrace
,,Red,chromatic,arcane,proud and arrogant,1,Prophecy,7,Starlight,,,,,20,Aetherwell Terrace
,,Gold,metallic,divine,wise counselor and leader,6,Arcane Artifice and Enchantment Studies,4,Wisp,,,,,15,Moonwater Falls
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,9,Magical Theory and Application,12,Whirlwind,,,,,15,Moonwater Falls
,,Red,chromatic,arcane,proud and arrogant,8,Political Intrigue and Diplomacy,4,Wisp,,,,,15,Moonwater Falls
,,Gold,metallic,divine,wise counselor and leader,6,Arcane Artifice and Enchantment Studies,3,Stellar,,,,,15,Moonwater Falls
,,Red,chromatic,arcane,proud and arrogant,2,Dragon History,4,Wisp,,,,,15,Moonwater Falls
,,White,chromatic,arcane,brutish and predatory survivalists,1,Prophecy,7,Starlight,,,,,99,Graveyard
,,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,4,Wisp,,,,,99,Graveyard
,,Magma,primal,primal,"brash, unpredictable, & violent",6,Arcane Artifice and Enchantment Studies,4,Wisp,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,10,Eldritch Engineering,3,Stellar,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",6,Arcane Artifice and Enchantment Studies,3,Stellar,,,,,99,Graveyard
,,Sky,imperial,divine,religious traditionalist,2,Dragon History,4,Wisp,,,,,16,Zephyr Arcades
,,Magma,primal,primal,"brash, unpredictable, & violent",9,Magical Theory and Application,3,Stellar,,,,,16,Zephyr Arcades
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,4,Economic Dominance and Resource Management,3,Stellar,,,,,16,Zephyr Arcades
,,Toadstool,leshy,primal,communal gourmands,1,Prophecy,4,Wisp,,,,,16,Zephyr Arcades
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",1,Prophecy,4,Wisp,,,,,16,Zephyr Arcades
,,Brass,metallic,arcane,curious & short attention span,2,Dragon History,4,Wisp,,,,,17,Cirrus Vale
,,White,chromatic,arcane,brutish and predatory survivalists,6,Arcane Artifice and Enchantment Studies,3,Stellar,,,,,17,Cirrus Vale
,,Green,chromatic,arcane,obessive and meticulous scholars,1,Prophecy,4,Wisp,,,,,17,Cirrus Vale
,,Red,chromatic,arcane,proud and arrogant,11,Arcanomechanics,4,Wisp,,,,,17,Cirrus Vale
,,Gold,metallic,divine,wise counselor and leader,9,Magical Theory and Application,4,Wisp,,,,,17,Cirrus Vale
,,Brass,metallic,arcane,curious & short attention span,2,Dragon History,N/A,#N/A,,,,,,
