Name,Short Name,Type,Family,Tradition,General Personality,major_id,Major Name,floor_id,Wing,Room,Class Schedule,Wing Name,Flight Name,RezCode,Residence
,,Red,chromatic,arcane,proud and arrogant,10,Eldritch Engineering,17,Nightshade,,,,,8,Crystal Mantle
,,White,chromatic,arcane,brutish and predatory survivalists,12,Elemental Binding,19,Shadow,,,,,8,Crystal Mantle
,,Green,chromatic,arcane,obessive and meticulous scholars,5,Mineral Extraction & Refinement,7,Starlight,,,,,12,Mistwood Shoals
,,Crystal,primal,primal,build beautiful homes,6,Arcane Artifice and Enchantment Studies,8,Wraith,,,,,12,Mistwood Shoals
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",8,Political Intrigue and Diplomacy,8,Wraith,,,,,12,Mistwood Shoals
,,Red,chromatic,arcane,proud and arrogant,2,Dragon History,19,Shadow,,,,,12,Mistwood Shoals
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,9,Magical Theory and Application,20,Whisper,,,,,12,Mistwood Shoals
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,19,Shadow,,,,,5,Ashspire Hollow
,,Green,chromatic,arcane,obessive and meticulous scholars,3,Ancient Relics and Artifacts: ,10,Echo,,,,,5,Ashspire Hollow
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,2,Dragon History,19,Shadow,,,,,5,Ashspire Hollow
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,11,Arcanomechanics,1,Exalted,,,,,5,Ashspire Hollow
,,Sapphire,jewel,Occult,Militaristic and warlike,12,Elemental Binding,1,Exalted,,,,,5,Ashspire Hollow
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,8,Political Intrigue and Diplomacy,8,Wraith,,,,,1,Emberfall Heights
,,Vermillion,wild,arcane,thrill seekers who love to tell tall tales,4,Economic Dominance and Resource Management,7,Starlight,,,,,1,Emberfall Heights
,,Gold,metallic,divine,wise counselor and leader,5,Mineral Extraction & Refinement,16,Wildfire,,,,,1,Emberfall Heights
,,White,chromatic,arcane,brutish and predatory survivalists,8,Political Intrigue and Diplomacy,1,Exalted,,,,,1,Emberfall Heights
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,8,Political Intrigue and Diplomacy,16,Wildfire,,,,,1,Emberfall Heights
,,Nightmare,esoteric,Occult,artists of terror,6,Arcane Artifice and Enchantment Studies,10,Echo,,,,,19,Whirlwind Rise
,,Umbral,primal,primal,malicious hunters of the undead,11,Arcanomechanics,19,Shadow,,,,,19,Whirlwind Rise
,,Green,chromatic,arcane,obessive and meticulous scholars,9,Magical Theory and Application,10,Echo,,,,,19,Whirlwind Rise
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,2,Dragon History,7,Starlight,,,,,19,Whirlwind Rise
,,Gold,metallic,divine,wise counselor and leader,9,Magical Theory and Application,3,Stellar,,,,,19,Whirlwind Rise
,,Gold,metallic,divine,wise counselor and leader,3,Ancient Relics and Artifacts: ,19,Shadow,,,,,20,Aetherwell Terrace
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,4,Economic Dominance and Resource Management,7,Starlight,,,,,20,Aetherwell Terrace
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,7,Planar Studies,19,Shadow,,,,,20,Aetherwell Terrace
,,Green,chromatic,arcane,obessive and meticulous scholars,4,Economic Dominance and Resource Management,7,Starlight,,,,,20,Aetherwell Terrace
,,Brass,metallic,arcane,curious & short attention span,4,Economic Dominance and Resource Management,1,Exalted,,,,,20,Aetherwell Terrace
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,5,Mineral Extraction & Refinement,19,Shadow,,,,,15,Moonwater Falls
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,16,Wildfire,,,,,15,Moonwater Falls
,,Underworld,imperial,arcane,natural alchemists and hoarders,6,Arcane Artifice and Enchantment Studies,19,Shadow,,,,,15,Moonwater Falls
,,White,chromatic,arcane,brutish and predatory survivalists,11,Arcanomechanics,1,Exalted,,,,,15,Moonwater Falls
,,White,chromatic,arcane,brutish and predatory survivalists,8,Political Intrigue and Diplomacy,19,Shadow,,,,,15,Moonwater Falls
,,Crystal,primal,primal,build beautiful homes,5,Mineral Extraction & Refinement,7,Starlight,,,,,99,Graveyard
,,Gold,metallic,divine,wise counselor and leader,1,Prophecy,7,Starlight,,,,,99,Graveyard
,,Gold,metallic,divine,wise counselor and leader,6,Arcane Artifice and Enchantment Studies,8,Wraith,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,8,Political Intrigue and Diplomacy,7,Starlight,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,7,Starlight,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,6,Arcane Artifice and Enchantment Studies,16,Wildfire,,,,,16,Zephyr Arcades
,,Green,chromatic,arcane,obessive and meticulous scholars,8,Political Intrigue and Diplomacy,10,Echo,,,,,16,Zephyr Arcades
,,Brass,metallic,arcane,curious & short attention span,4,Economic Dominance and Resource Management,3,Stellar,,,,,16,Zephyr Arcades
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,3,Ancient Relics and Artifacts: ,3,Stellar,,,,,16,Zephyr Arcades
,,Red,chromatic,arcane,proud and arrogant,11,Arcanomechanics,10,Echo,,,,,16,Zephyr Arcades
,,White,chromatic,arcane,brutish and predatory survivalists,4,Economic Dominance and Resource Management,3,Stellar,,,,,17,Cirrus Vale
,,Gold,metallic,divine,wise counselor and leader,8,Political Intrigue and Diplomacy,10,Echo,,,,,17,Cirrus Vale
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,7,Starlight,,,,,17,Cirrus Vale
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,5,Mineral Extraction & Refinement,7,Starlight,,,,,17,Cirrus Vale
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,11,Arcanomechanics,12,Whirlwind,,,,,17,Cirrus Vale
